Species,Order,Body_Mass,ClutchSize,GenSizMed,IUCNStat_2020,IUCNTrend_2020,PhyloPosition,RangeSize (km^2),Latitude,AnnTempRange,PpSeasonality
Rana_sylvatica,Anura,57.01173656,2520,5.83,LC,Stable,4326,10709039.93,55.28370334,48,59
Rana_tagoi,Anura,17.95072193,1833,5.3,LC,Stable,4245,279604.4025,35.93313278,33,35
Rana_temporaria,Anura,141.9918934,2382.5,4.49,LC,Stable,4260,9334465.296,56.97436023,35,37
Rana_tsushimensis,Anura,12.53147188,400,5.25,LC,Stable,4275,679.5024728,34.40577415,28,52
Rhacophorus_pardalis,Anura,41.05345795,47,2.675,LC,Decreasing,3952,136069.5653,3.704969564,9,23
Rhinella_crucifer,Anura,107.68,3334.835,3.15,LC,Decreasing,272,364419.474,-11.95789567,12,23
Rhinella_icterica,Anura,834.2820843,8840.415,2.91,LC,Stable,257,1564313.876,-21.50765984,18,72
Rhinella_marina,Anura,2029.910446,20050,4.76,LC,Increasing,249,10623524.7,-2.131291106,10,97
Rhinella_schneideri,Anura,2029.910446,1608.5,3.29,NA,NA,246,6440192.815,-17.14253997,17,75
Rhinophrynus_dorsalis,Anura,74.11344159,4132.5,4.79,LC,Stable,6353,313356.5622,17.82898568,18,59
Rugosa_rugosa,Anura,19.92330124,1305,8.15,LC,Stable,4499,303424.5629,35.46467497,35,49
Rugosa_tiantaiensis,Anura,2.411934922,975,11.36,LC,Decreasing,4500,63162.91505,29.46926288,32,48
Scaphiopus_couchii,Anura,74.11344159,1805,1.644,LC,Stable,6319,1852029.838,29.93026971,35,79
Scaphiopus_holbrookii,Anura,46.61629604,3134,1.4,LC,Stable,6317,1087171.079,34.54957821,32,13
Scinax_fuscomarginatus,Anura,1.445598661,303,2.28,LC,Stable,1284,4972298.831,-14.97340715,16,85
Scinax_ruber,Anura,7.844401156,619,3,LC,Stable,1286,7605973.81,-3.808458541,10,36
Scinax_x-signatus,Anura,9.668806291,270,3.76,LC,Stable,1285,10012686.03,-7.661536187,18,66
Sooglossus_sechellensis,Anura,0.566876477,10.5,1.635,EN,Decreasing,6116,26.69376288,-4.60035742,6,48
Spea_bombifrons,Anura,24.55694661,2022,1.235,LC,Stable,6314,2528761.886,39.53141103,42,69
Spea_hammondii,Anura,41.05345795,1093,1.445,NT,Decreasing,6315,118989.6667,35.83360323,36,81
Strauchbufo_raddei,Anura,71.47840813,3500,4.9,LC,Stable,84,5007138.036,44.09995544,54,106
Tachycnemis_seychellensis,Anura,42.85359781,300,4.067,LC,NA,5893,168.1370551,-4.581318212,6,48
Telmatobius_culeus,Anura,355.3485136,500,2.061,EN,Decreasing,2064,17038.39318,-15.84810258,16,82
Telmatobius_gigas,Anura,137.8520103,NA,2.948,EN,Decreasing,2066,57.09626897,-17.82825233,26,110
Trachycephalus_venulosus,Anura,159.4127188,5005.5,3.35,LC,Stable,1236,11508120.95,-6.50571889,NA,NA
Uperodon_systoma,Anura,32.82985012,NA,2,LC,Stable,5513,1223288.831,20.86234581,30,138
Xanthophryne_koynayensis,Anura,2.87168246,165,3.61,EN,Decreasing,134,101.6449308,16.84609467,19,145
Xenopus_borealis,Anura,88.30305551,NA,3.56,LC,NA,6335,137977.4368,-1.127953015,18,59
Xenopus_clivii,Anura,54.81609982,NA,4.02,LC,Stable,6334,458433.8312,8.686854757,18,81
Xenopus_fraseri,Anura,11.76734864,NA,3.11,DD,Decreasing,6327,1972883.475,-1.501634994,10,38
Xenopus_gilli,Anura,21.01938068,450,3.11,EN,Decreasing,6331,682.3363673,-34.43098258,NA,NA
Xenopus_laevis,Anura,363.2949952,13640,3.15,LC,Increasing,6330,4664938.484,-17.14034822,28,109
Xenopus_muelleri,Anura,74.11344159,436,3.685,LC,Stable,6338,5344610.848,-4.770940678,14,53
Xenopus_ruwenzoriensis,Anura,16.87274654,NA,7.895,DD,NA,6336,368.68656,0.994340088,14,38
Xenopus_tropicalis,Anura,18.86738746,NA,1.74,LC,Stable,6339,1554975.183,8.246756279,16,68
Xenopus_vestitus,Anura,15.02887126,NA,6.095,LC,NA,6332,18632.02087,-1.350341621,12,41
Zachaenus_parvulus,Anura,2.01900035,NA,1.93,LC,Decreasing,2027,7859.014213,-22.26861031,17,64
Ambystoma_californiense,Caudata,56.86534754,671,32,VU,Decreasing,6943,17200.21593,37.18058322,33,82
Ambystoma_cingulatum,Caudata,3.491702077,113,29.5,VU,Decreasing,6944,88018.78495,31.21995606,30,30
Ambystoma_gracile,Caudata,35.46172543,150,42,LC,Stable,6962,376079.5351,47.85390792,20,55
Ambystoma_jeffersonianum,Caudata,16.14274342,210,26.965,LC,Stable,6954,473692.8975,40.67454773,37,14
Ambystoma_laterale,Caudata,6.729032401,186.5,34.5,LC,Stable,6956,2121523.326,48.04286321,46,29
Ambystoma_mabeei,Caudata,2.603658399,4,25.8,LC,Decreasing,6952,108471.4156,34.64495148,32,25
Ambystoma_macrodactylum,Caudata,11.12958895,237.5,26.17,LC,Stable,6953,1579212.539,49.82258424,31,49
Ambystoma_maculatum,Caudata,11.2772916,247.5,32,LC,Stable,6961,3152247.613,41.45754147,37,17
Ambystoma_mexicanum,Caudata,32.02376929,550,35.5,CR,Decreasing,6937,94.15369916,19.15195498,21,93
Ambystoma_opacum,Caudata,6.729032401,131,32.05,LC,Stable,6958,1639176.662,35.4745941,33,15
Ambystoma_talpoideum,Caudata,3.315086805,449.5,30.75,LC,Stable,6964,651332.8345,33.04250745,32,18
Ambystoma_texanum,Caudata,8.756938044,481.5,24.41,LC,Stable,6951,1354233.005,35.65555491,37,18
Ambystoma_tigrinum,Caudata,68.3400514,3875.5,27.6,LC,Stable,6942,NA,NA,NA,NA
Amphiuma_means,Caudata,3026.267842,190,79.745,LC,NA,6821,469410.4414,31.83072266,31,26
Andrias_davidianus,Caudata,3845.761815,900,50,CR,Decreasing,7037,459599.7355,30.35946503,29,55
Andrias_japonicus,Caudata,10792.73457,450,46.49,NT,Decreasing,7038,55317.52297,34.79509504,32,45
Aneides_aeneus,Caudata,2.465190581,21,43.19,NT,Decreasing,6807,171158.0306,36.59470371,35,13
Aneides_ferreus,Caudata,9.601629194,13,42.4,NT,Decreasing,6803,124826.8515,44.38953135,23,69
Aneides_flavipunctatus,Caudata,13.48279417,17.5,45.4,NT,Decreasing,6804,47855.61581,40.16768651,30,79
Aneides_hardii,Caudata,4.125031388,10,32.65,LC,Stable,6806,28430.47764,33.09465525,31,70
Aneides_lugubris,Caudata,16.14274342,14.5,42.9,LC,Stable,6805,105675.6193,36.4921188,36,80
Batrachoseps_attenuatus,Caudata,1.925080879,11,40.9,LC,Stable,6685,54522.1719,39.14000906,34,87
Batrachoseps_campi,Caudata,3.66557593,NA,34.5,EN,Decreasing,6687,326.02309,36.74572425,34,55
Batrachoseps_gabrieli,Caudata,2.165353583,NA,34.93,DD,NA,6684,545.6351349,34.24543374,31,85
Batrachoseps_gavilanensis,Caudata,4.620954322,NA,26.82,LC,Stable,6681,11099.98841,36.32397703,33,86
Batrachoseps_gregarius,Caudata,1.5987499,19.5,28.08,LC,Stable,6670,7670.710261,36.61401628,34,83
Batrachoseps_incognitus,Caudata,1.811847925,NA,30.62,DD,NA,6679,791.7557817,35.73543288,26,89
Batrachoseps_kawia,Caudata,1.703100229,NA,33.2,DD,NA,6672,1496.575545,36.55962451,30,78
Batrachoseps_luciae,Caudata,1.5987499,12.5,29.68,LC,Stable,6682,1558.067971,36.28248638,24,87
Batrachoseps_major,Caudata,5.507502413,NA,31.52,LC,Stable,6677,26648.20064,32.67781793,25,83
Batrachoseps_nigriventris,Caudata,1.703100229,NA,26.06,LC,Stable,6668,24004.97097,34.79486172,27,89
Bolitoglossa_cerroensis,Caudata,6.99623625,NA,58.7,LC,Stable,6417,681.4935677,9.586616558,10,65
Bolitoglossa_colonnea,Caudata,2.561593184,NA,53.9,LC,Stable,6410,15724.46325,9.684073398,12,35
Bolitoglossa_cuchumatana,Caudata,3.081030294,NA,43.6,EN,Decreasing,6493,2596.957523,15.58179844,16,58
Bolitoglossa_dofleini,Caudata,30.85660575,NA,59.4,NT,Decreasing,6487,2034.435718,15.71026185,13,58
Bolitoglossa_dunni,Caudata,6.26520208,NA,50.6,EN,Decreasing,6470,169.2808847,15.37075282,16,56
Bolitoglossa_engelhardti,Caudata,1.703100229,NA,47.5,EN,Decreasing,6499,1118.211418,14.89577248,17,86
Bolitoglossa_flavimembris,Caudata,4.318948904,NA,50.2,EN,Decreasing,6465,2439.928856,14.83831439,16,84
Bolitoglossa_hartwegi,Caudata,2.506207278,NA,42,VU,Decreasing,6458,3159.52607,15.93957695,18,71
Bolitoglossa_helmrichi,Caudata,2.85065923,NA,51,VU,Decreasing,6492,5031.988655,15.38714627,12,57
Bolitoglossa_lincolni,Caudata,10.062316,NA,52.7,NT,Decreasing,6483,1335.660053,16.13078051,19,85
Bolitoglossa_minutula,Caudata,0.809866671,NA,48.7,EN,Decreasing,6424,1371.266238,8.941423623,12,56
Bolitoglossa_morio,Caudata,5.493646909,NA,56.5,VU,Decreasing,6464,13756.36594,14.70125143,15,93
Bolitoglossa_occidentalis,Caudata,0.984016656,NA,43.5,LC,Decreasing,6452,8330.05871,15.79622166,19,94
Bolitoglossa_platydactyla,Caudata,7.839640602,NA,67,LC,Stable,6446,52086.91221,18.70394148,17,97
Bolitoglossa_robusta,Caudata,36.65957504,NA,45,VU,Decreasing,6407,6256.835148,9.686117066,11,41
Bolitoglossa_rostrata,Caudata,3.658513674,37,47.8,NT,Decreasing,6494,1995.033838,15.40637476,17,81
Bolitoglossa_rufescens,Caudata,1.498708932,NA,42.3,LC,Stable,6450,69620.36562,16.85832607,18,66
Bolitoglossa_striatula,Caudata,4.60040031,NA,62.7,LC,Decreasing,6436,101966.4419,12.98852282,12,61
Bolitoglossa_subpalmata,Caudata,3.491702077,23,65.21,LC,Stable,6427,1502.017297,10.19511032,11,47
Calotriton_asper,Caudata,9.722190951,43.5,24.33,NT,Decreasing,6871,27991.99655,42.6526418,23,13
Chioglossa_lusitanica,Caudata,2.140483179,22,29.22,VU,Decreasing,6936,55359.51312,42.29474585,24,45
Chiropterotriton_dimidiatus,Caudata,0.416023528,NA,27.8,VU,Stable,6659,207.0654,20.16200124,20,69
Chiropterotriton_lavae,Caudata,0.709870715,NA,28.5,CR,Decreasing,6660,65.69970339,19.59073518,17,71
Chiropterotriton_magnipes,Caudata,3.081030294,NA,27,EN,Decreasing,6656,322.0813453,21.28911638,22,82
Cryptobranchus_alleganiensis,Caudata,923.2703304,300.5,55,NT,Decreasing,7039,507841.477,38.23197031,36,16
Cynops_ensicauda,Caudata,7.270348636,NA,43.7,EN,Decreasing,6861,1910.115058,27.20648391,20,30
Cynops_orientalis,Caudata,1.064737826,181.5,44.27,LC,Decreasing,6855,562253.5947,28.75238212,32,56
Cynops_pyrrhogaster,Caudata,6.729032401,128,37.8,LC,Stable,6862,280012.04,35.9488441,33,35
Dendrotriton_bromeliacius,Caudata,0.904631659,NA,36.9,CR,Decreasing,6618,127.9930031,14.92058125,17,85
Desmognathus_fuscus,Caudata,3.03868945,26.5,15.13,LC,Stable,6792,1535437.874,38.2968574,34,13
Desmognathus_marmoratus,Caudata,8.867241991,42.5,16.57,LC,Stable,6798,34198.88134,35.66078343,33,11
Desmognathus_monticola,Caudata,3.808716276,25,16.2,LC,Stable,6787,317505.8207,36.65168542,34,12
Desmognathus_ochrophaeus,Caudata,1.091525079,20,15.15,LC,NA,6789,294602.748,40.88426844,36,17
Desmognathus_quadramaculatus,Caudata,9.515173179,45,15.06,LC,Stable,6797,82355.30368,35.96452566,32,10
Desmognathus_wrighti,Caudata,0.416864713,9,13.895,LC,Stable,6800,33639.44922,35.86744212,32,9
Dicamptodon_ensatus,Caudata,78.54671893,104,56.76,NT,NA,6971,11194.85131,38.38964576,25,91
Ensatina_eschscholtzii,Caudata,8.437590822,14,41.27,LC,Stable,6808,328793.1066,41.00628982,35,70
Euproctus_montanus,Caudata,3.16,40,23.1,LC,Stable,6886,8094.121646,42.15286834,20,36
Eurycea_bislineata,Caudata,1.091525079,63.5,24.5,LC,Stable,6709,1250937.928,45.0938743,41,14
Eurycea_cirrigera,Caudata,1.703100229,61,25,LC,Stable,6708,1121555.605,35.22585554,34,14
Eurycea_longicauda,Caudata,3.339947951,83,27.35,LC,Stable,6711,840800.3446,38.36276902,36,16
Eurycea_lucifuga,Caudata,3.508839092,84.5,20.775,LC,NA,6712,441250.9781,36.94448989,36,15
Eurycea_nana,Caudata,0.352298363,37.5,26.2,VU,Stable,6692,47.55401855,29.85224286,32,32
Eurycea_neotenes,Caudata,2.155382668,28,25.8,VU,NA,6689,35.75324142,29.63010467,31,31
Eurycea_quadridigitata,Caudata,0.646081944,34.5,24.7,LC,Stable,6702,709008.1289,31.5978511,32,20
Eurycea_tridentifera,Caudata,1.5987499,12.5,26.5,VU,NA,6693,230.9186464,29.78596304,31,30
Eurycea_wilderae,Caudata,1.925080879,54,21.2,LC,Stable,6707,74437.68138,35.77437809,31,9
Gyrinophilus_porphyriticus,Caudata,26.79571614,73.5,22.23,LC,Stable,6720,774113.978,39.80727932,37,14
Haideotriton_wallacei,Caudata,0.602148333,NA,26.4,VU,NA,6706,87.76055885,30.91000621,30,21
Hemidactylium_scutatum,Caudata,2.292568577,74.5,32.45,LC,Stable,6724,1544128.465,40.06909744,37,19
Hydromantes_genei,Caudata,3.905548705,10,42.63,VU,Decreasing,6813,2144.095929,39.28034356,24,57
Hydromantes_italicus,Caudata,5.968016904,11,71.65,NT,Stable,6814,18183.45286,43.57441571,27,19
Hydromantes_platycephalus,Caudata,4.829836453,10,50,LC,Stable,6817,48005.52335,37.23863753,28,65
Hynobius_dunni,Caudata,8.134990814,119,16.88,EN,Decreasing,6988,6496.228038,33.05394599,30,56
Hynobius_naevius,Caudata,13.35800013,26.5,20.45,LC,Stable,6977,37135.99604,34.18260639,30,50
Hynobius_nebulosus,Caudata,5.493646909,119,19.2,LC,Decreasing,6987,63463.23724,34.53185743,32,49
Hynobius_retardatus,Caudata,9.722190951,101,16.16,LC,Stable,7008,80389.58712,43.38001624,39,29
Hynobius_tsuensis,Caudata,6.729032401,50,16.48,LC,Stable,6989,679.5024728,34.40577415,28,52
Ichthyosaura_alpestris,Caudata,5.493646909,290,28.79,LC,Decreasing,6884,1460086.383,47.71905381,28,36
Karsenia_koreana,Caudata,1.206509577,NA,52.1,LC,Decreasing,6820,3610.887842,36.18541133,38,79
Lissotriton_boscai,Caudata,1.498708932,175,30.845,LC,Stable,6883,227898.1493,40.24493287,27,52
Lissotriton_helveticus,Caudata,1.703100229,352.5,26.34,LC,Stable,6882,1171898.307,48.6955113,23,8
Lissotriton_italicus,Caudata,1.498708932,350,22,LC,Decreasing,6881,75791.75003,40.81583963,24,30
Lissotriton_montandoni,Caudata,2.85065923,247.5,28.89,LC,Decreasing,6880,133068.954,48.15741132,31,28
Lissotriton_vulgaris,Caudata,3.160463697,300,27.42,LC,Stable,6879,8481981.844,54.15444019,34,33
Necturus_lewisi,Caudata,41.27965109,27.5,120.565,NT,Decreasing,6831,27874.65325,35.77361225,33,17
Necturus_maculosus,Caudata,533.8490463,94.5,82.55,LC,Stable,6830,1907679.568,41.32996381,39,24
Necturus_punctatus,Caudata,31.00093979,35,119.225,LC,NA,6832,171661.9876,34.10260385,32,24
Neurergus_crocatus,Caudata,8.622666156,250,34.97,VU,Decreasing,6874,13201.41311,37.34318848,38,70
Neurergus_kaiseri,Caudata,8.560679845,160,37.98,VU,Decreasing,6875,154.4103523,32.83392614,41,89
Neurergus_strauchii,Caudata,8.015985524,177.5,25.67,VU,Decreasing,6876,17334.26554,38.50259728,40,63
Notophthalmus_viridescens,Caudata,2.561593184,265,38,LC,Stable,6891,3532034.886,39.83504075,37,20
Nototriton_picadoi,Caudata,0.550064277,NA,28.1,LC,Stable,6610,229.3604138,9.74436067,11,51
Nyctanolis_pernix,Caudata,6.366390581,NA,28,VU,Decreasing,6624,136.5713138,15.58773693,16,48
Oedipina_poelzi,Caudata,4.221255394,NA,52.2,EN,Decreasing,6569,434.6556476,10.03638271,11,50
Oedipina_pseudouniformis,Caudata,2.424619322,NA,40.9,DD,NA,6572,910.3026841,10.41813154,12,33
Oedipina_uniformis,Caudata,3.002925658,NA,44.9,LC,Stable,6567,6108.18175,9.914528352,12,76
Ommatotriton_ophryticus,Caudata,10.76593024,124.5,32.595,NT,Decreasing,6878,270432.0406,40.97882782,27,28
Onychodactylus_fischeri,Caudata,9.226367369,46,47.54,LC,Decreasing,7029,346749.2089,41.4453192,47,86
Onychodactylus_japonicus,Caudata,11.50126163,21.5,106.4,LC,Stable,7033,159015.5087,37.21463229,33,29
Onychodactylus_koreanus,Caudata,7.723511374,15,103,NA,NA,7030,NA,NA,NA,NA
Onychodactylus_nipponoborealis,Caudata,6.969206391,NA,108.9,NA,NA,7032,NA,NA,NA,NA
Onychodactylus_zhangyapingi,Caudata,9.455620948,18,94,DD,Decreasing,7034,NA,NA,NA,NA
Onychodactylus_zhaoermii,Caudata,8.498988294,13.5,88,NA,NA,7031,NA,NA,NA,NA
Pachytriton_brevipes,Caudata,15.56239535,45,39.8,LC,Decreasing,6848,418491.5907,26.46372472,30,58
Pachytriton_granulosus,Caudata,8.622666156,40,47.25,LC,Decreasing,6847,NA,NA,NA,NA
Paradactylodon_mustersi,Caudata,6.676413134,19,21.65,CR,Decreasing,7027,297.0083557,34.58801004,39,94
Paramesotriton_chinensis,Caudata,10.41020083,199.5,43.09,LC,Decreasing,6840,213799.9227,26.94792437,31,59
Paramesotriton_deloustali,Caudata,#VALUE!,143,50.48,LC,Decreasing,6837,21677.57167,21.9418648,20,82
Paramesotriton_hongkongensis,Caudata,6.016887148,117.5,51,NT,Decreasing,6838,19050.52413,22.57972179,22,71
Parvimolge_townsendi,Caudata,#VALUE!,NA,20.8,VU,Decreasing,6561,631.1680821,19.1535306,17,77
Plethodon_cinereus,Caudata,1.356534741,7.5,22.64,LC,Stable,6764,1955637.091,43.95768394,37,11
Plethodon_dunni,Caudata,6.99623625,11.5,38.8,LC,Stable,6775,76247.18942,44.36599981,26,66
Plethodon_elongatus,Caudata,6.99623625,7,33.63,NT,Decreasing,6770,23671.64011,41.77762078,29,73
Plethodon_glutinosus,Caudata,4.61478177,19.5,28,LC,Stable,6729,1312011.757,36.24050634,34,14
Plethodon_hoffmani,Caudata,1.713775666,5.5,21.4,LC,Stable,6766,59789.83014,39.34151349,36,16
Plethodon_jordani,Caudata,2.435394903,NA,27.8,NT,Stable,6746,1891.925531,35.65317427,31,8
Plethodon_larselli,Caudata,2.561593184,7,48.55,NT,Stable,6778,16508.3416,45.87234824,31,75
Plethodon_neomexicanus,Caudata,4.829836453,8.5,30.7,NT,Stable,6779,3663.922025,35.93196313,36,37
Plethodon_ouachitae,Caudata,3.241236727,18,33.7,NT,Stable,6748,1117.640584,34.68686116,36,23
Plethodon_richmondi,Caudata,2.052511535,10,20.65,LC,Stable,6760,99169.29288,37.38218733,36,12
Plethodon_shenandoah,Caudata,1.692468766,13,18.2,VU,Stable,6765,242.4427076,38.56791588,35,14
Plethodon_vandykei,Caudata,4.03026609,12.5,69.3,LC,Stable,6776,20131.03374,46.96462879,25,62
Plethodon_vehiculum,Caudata,4.03026609,13,38.05,LC,Stable,6774,176824.7841,47.271848,24,64
Plethodon_wehrlei,Caudata,2.856649763,15,24.2,LC,Stable,6758,114381.2323,39.67385961,35,14
Plethodon_welleri,Caudata,1.450276926,7.5,22.6,EN,Decreasing,6756,3461.24681,36.3413234,32,10
Plethodon_yonahlossee,Caudata,5.968016904,23,30.75,LC,Stable,6752,12029.16073,36.25542623,32,10
Pleurodeles_nebulosus,Caudata,95.66594957,775,27.3,VU,Decreasing,6915,NA,NA,NA,NA
Pleurodeles_waltl,Caudata,28.81333527,1075,23.16,NT,Decreasing,6916,376412.3365,38.35181689,33,55
Proteus_anguinus,Caudata,74.48023512,52.5,48.84,VU,Decreasing,6833,36871.08283,44.5467105,27,23
Pseudobranchus_axanthus,Caudata,10.94676313,39,48,LC,NA,6973,93457.05796,27.80692385,24,55
Pseudobranchus_striatus,Caudata,11.55394014,6,45.5,LC,Stable,6974,97753.30889,31.21350266,30,31
Pseudoeurycea_bellii,Caudata,47.69467581,NA,46.6,LC,NA,6546,160829.0242,20.56073723,NA,NA
Pseudoeurycea_brunnata,Caudata,3.491702077,NA,42.1,CR,Decreasing,6539,133.8467158,14.99671804,17,83
Pseudoeurycea_cephalica,Caudata,1.735258813,NA,40.2,LC,Decreasing,6552,15167.41371,20.18128361,NA,NA
Pseudoeurycea_juarezi,Caudata,1.047638221,NA,27.2,EN,Decreasing,6522,124.6237469,17.38976773,19,78
Pseudoeurycea_leprosa,Caudata,3.181335375,1722,27.8,LC,Decreasing,6516,11003.89973,19.40662609,23,87
Pseudoeurycea_lineola,Caudata,1.021569613,NA,30.5,EN,Decreasing,6520,462.5460932,19.08201429,17,77
Pseudoeurycea_melanomolga,Caudata,#VALUE!,NA,39.7,EN,Decreasing,6533,35.71313399,19.43561444,17,74
Pseudoeurycea_rex,Caudata,1.925080879,20,36.9,VU,Decreasing,6537,2292.745296,15.29238741,17,83
Pseudoeurycea_robertsi,Caudata,#VALUE!,NA,52.4,CR,Decreasing,6527,13.7738957,19.16195225,18,84
Pseudoeurycea_smithi,Caudata,3.208766066,NA,40.3,CR,Decreasing,6535,221.087037,17.2959903,NA,NA
Pseudotriton_montanus,Caudata,6.715852024,109.5,23.25,LC,NA,6722,734228.2485,34.36956498,33,14
Pseudotriton_ruber,Caudata,8.98484175,79.5,24.65,LC,Stable,6721,1046694.757,36.45872814,34,13
Ranodon_sibiricus,Caudata,10.05543773,57,24.075,EN,Decreasing,7028,16768.62184,44.97217691,42,52
Rhyacotriton_olympicus,Caudata,3.323360237,8.5,66.6,VU,Decreasing,6827,17248.48996,47.57966109,23,63
Salamandra_atra,Caudata,6.99623625,26,32.55,LC,Decreasing,6934,117786.331,46.78508705,29,38
Salamandra_infraimmaculata,Caudata,50.13583805,60,39.3,NT,Decreasing,6930,79209.93391,36.7879709,38,78
Salamandra_salamandra,Caudata,57.14,39,35.335,LC,Decreasing,6929,2267252.208,45.55686588,30,19
Salamandrella_keyserlingii,Caudata,5.266096727,166,24.62,LC,Stable,7023,15816092.89,60.3798007,59,45
Salamandrina_terdigitata,Caudata,0.842918477,53,20.6,LC,Stable,6917,28128.8328,39.77484827,22,41
Siren_intermedia,Caudata,205.6333524,783,54,LC,NA,6976,922421.1579,32.92761469,33,22
Siren_lacertina,Caudata,2111.755149,750,57,LC,NA,6975,399653.7931,31.89070457,29,33
Taricha_granulosa,Caudata,11.12958895,13.5,35.1,LC,Stable,6888,402219.8714,48.59933942,20,50
Taricha_rivularis,Caudata,11.12958895,12,30,LC,Stable,6889,14104.76705,39.38156843,28,85
Taricha_torosa,Caudata,11.12958895,70,30.06,LC,NA,6887,48259.20416,36.49410379,36,83
Triturus_carnifex,Caudata,11.12958895,300,28.16,LC,Decreasing,6867,516553.8452,43.62281801,24,25
Triturus_cristatus,Caudata,14.3344622,385,24.875,LC,Decreasing,6865,5003507.117,53.60900548,33,35
Triturus_dobrogicus,Caudata,11.50126163,225,27.24,NT,Decreasing,6863,286537.2651,46.16914003,32,27
Triturus_karelinii,Caudata,11.5,200,30.955,LC,Decreasing,6866,452238.5069,41.0728149,30,36
Triturus_macedonicus,Caudata,9.857315224,NA,28.695,NA,NA,6868,NA,NA,NA,NA
Triturus_marmoratus,Caudata,9.722190951,325,24,LC,Decreasing,6869,492415.4898,44.47069403,25,11
Triturus_pygmaeus,Caudata,3.683270912,274,26.96,NT,Decreasing,6870,172615.7599,38.52795265,31,54
Tylototriton_verrucosus,Caudata,15.67734462,207.5,24.49,LC,NA,6909,318116.109,23.01236525,25,84
Boulengerula_boulengeri,Gymnophiona,10.95194384,3,4.233,LC,Stable,7161,1729.137256,-4.832021232,15,61
Boulengerula_taitana,Gymnophiona,27.94350641,8.5,2.94,EN,Decreasing,7157,287.1384674,-3.427401868,16,75
Caecilia_tentaculata,Gymnophiona,477.4430836,NA,5.468,LC,NA,7122,4259957.791,-3.157041652,10,33
Chthonerpeton_indistinctum,Gymnophiona,32.15845143,7,9.668,LC,NA,7144,163428.5775,-30.86162588,24,14
Crotaphatrema_lamottei,Gymnophiona,12.88118431,NA,3.948,CR,Decreasing,7172,42.89779258,6.194765937,14,68
Dermophis_mexicanus,Gymnophiona,82.05117799,11,7.895,LC,Decreasing,7070,66400.69396,15.18191465,12,57
Gegeneophis_ramaswamii,Gymnophiona,14.76163198,11.5,4.359,LC,Stable,7084,4011.918286,8.778648128,10,56
Geotrypetes_seraphini,Gymnophiona,24.11510838,2.5,5.394,LC,Decreasing,7078,934546.6799,2.75661669,10,60
Grandisonia_alternans,Gymnophiona,12.06140628,NA,6.664,LC,Stable,7093,217.3453013,-4.57164799,6,48
Gymnopis_multiplicata,Gymnophiona,41.82313475,16,3.7,LC,Decreasing,7073,166684.0563,13.10853344,13,60
Herpele_squalostoma,Gymnophiona,68.43123167,9,11.152,LC,Decreasing,7162,833798.9603,1.317516721,12,59
Hypogeophis_rostratus,Gymnophiona,18.28910676,12.5,5.653,LC,Stable,7098,221.5397452,-4.56743013,6,48
Ichthyophis_glutinosus,Gymnophiona,34.41674832,40,11.798,VU,Decreasing,7192,7448.836594,6.808710698,14,30
Indotyphlus_maharashtraensis,Gymnophiona,3.203057277,NA,5.934,DD,NA,7091,8.344861558,17.38557531,17,151
Luetkenotyphlus_brasiliensis,Gymnophiona,47.88431401,NA,8.87,DD,NA,7042,389376.7688,-25.43660124,20,20
Oscaecilia_ochrocephala,Gymnophiona,90.59222924,9.5,4.818,LC,NA,7141,31847.89713,8.63662713,9,70
Praslinia_cooperi,Gymnophiona,4.534047954,NA,7.356,EN,NA,7099,40.60646661,-4.626812197,6,48
Rhinatrema_bivittatum,Gymnophiona,5.555102386,NA,4.472,LC,NA,7234,160747.8202,4.852207197,11,44
Schistometopum_gregorii,Gymnophiona,17.98813143,NA,8.342,LC,NA,7075,6055.103538,-4.410680424,14,59
Scolecomorphus_vittatus,Gymnophiona,34.41674832,NA,6.607,LC,NA,7168,3335.422019,-5.269988029,17,59
Siphonops_annulatus,Gymnophiona,59.35620351,10.5,11.027,LC,NA,7046,9451875.091,-8.595145282,19,68
Uraeotyphlus_narayani,Gymnophiona,5.487185208,NA,5.45,DD,NA,7203,7636.079107,10.08798541,13,83
